adsetID_date,Campaign_ID,Adset_ID,Adset_Name,IT_ID1,IT_ID2,IT_ID3,date,day_ctr,day_clicks,day_reach,day_spend,day_actions,day_impression,IT_Aud_ID1_up_bound,IT_Aud_ID2_up_bound,IT_Aud_ID3_up_bound
66,23852099667960227_2022-08-04,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
67,23852099667960227_2022-08-05,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
68,23852099667960227_2022-08-06,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
69,23852099667960227_2022-08-07,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
70,23852099667960227_2022-08-08,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
71,23852099667960227_2022-08-09,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
72,23852099667960227_2022-08-10,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
73,23852099667960227_2022-08-11,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
74,23852099667960227_2022-08-12,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
75,23852099667960227_2022-08-13,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
76,23852099667960227_2022-08-14,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
77,23852099667960227_2022-08-15,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
78,23852099667960227_2022-08-16,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
79,23852099667960227_2022-08-17,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
80,23852099667960227_2022-08-18,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
81,23852099667960227_2022-08-19,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
82,23852099667960227_2022-08-20,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
83,23852099667960227_2022-08-21,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
84,23852099667960227_2022-08-22,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
85,23852099667960227_2022-08-23,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
86,23852099667960227_2022-08-24,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
87,23852099667960227_2022-08-25,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
88,23852099667960227_2022-08-26,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
89,23852099667960227_2022-08-27,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,,,,,,,,21362740,705993360,1551710
90,23852099667960227_2022-08-28,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,2022-08-28,0.961538,3,289,100,1,312,21362740,705993360,1551710
91,23852099667960227_2022-08-29,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,2022-08-29,1.757469,10,526,272,4,569,21362740,705993360,1551710
92,23852099667960227_2022-08-30,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,2022-08-30,1.531213,13,712,463,1,849,21362740,705993360,1551710
93,23852099667960227_2022-08-31,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,2022-08-31,1.546987,67,3542,1540,3,4331,21362740,705993360,1551710
94,23852099667960227_2022-09-01,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,2022-09-01,1.054073,77,5816,2030,1,7305,21362740,705993360,1551710
95,23852099667960227_2022-09-02,23851882559020227,23852099667960227,AI_20220828_stadium_science_GaleSportsAssociation,6002839936079,6002866718622,6002868301822,2022-09-02,1.191567,26,1950,635,6,2182,21362740,705993360,1551710
96,23852088675240227_2022-08-02,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
97,23852088675240227_2022-08-03,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
98,23852088675240227_2022-08-04,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
99,23852088675240227_2022-08-05,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
